claim_id,claim,status,location,dependencies,script,external_data,supersedes,canonical_status,active
GATE.QGEO.01,"RESIDUAL GATE (5.0 review, B3): geometric origin of Q -- Q_+ spectrum {1,2,3}=A3 exponents and Q_-^2|supp=N_fam algebraically forced; deriving Q_+/Q_- from D4-equivariant parabolic geometry on P1\mu4 is open; do NOT promote [2026-08-01 XXIII, GATE AUDIT after the cover program v597-v605 -- the OPERATOR half of this gate is now MODEL-COMPLETE: on the mu3-cover y^3 = x^4-1 the pair (U, V) hence Q = U+V, Q_+/Q_-, H, the AnchorLadder, the Klein group and the RP anti-automorphism are all REALIZED exactly (Z[omega]-integral, GL3-conjugation explicit, saturation index 81 with the v566 divisor pattern, D4-equivariant presentation, Weil positivity exact, translator theta = Jadj o inner(c)); the torsion constants localize (81 at the marks, 27 at infinity) and the seam is a real line, 3-torsion at infinity.  THE GATE ITSELF DOES NOT MOVE: the residual is (i) the conformal identification of the raw RP seam with (P1, mu4) (= QGEO.SYM.01, the bedrock premise -- the cover realization is a MODEL, not the seam), (ii) the zero-mode-selection demand (the seam-reversal demand is now geometric via v603, the zero-mode line is NOT R-real -- v605-followup, honest negative), and (iii) the geometric identity of the translator element c.  Status stays Open; the do-NOT-promote instruction stands.] [2026-08-01 XXXVII: bedrock state after v617/v620/v622 -- the conformal seam axioms FORCE the cover (v617), the cyclic order is pinned N = 3 conditional on the compiler's 3-adic constants (v620), and the physical seam IS the conformal seam at the kernel + dictionary level (v622: NS mode-sum identity, mu4 bond midpoints, straddle = geometry); the gate residue is now the COVERING-level identification (the mu3-cover of the seam double carrying the full interacting theory) plus the N_fam = 3 anchor; no status move.] [2026-08-02 XLV: the orbifold front completes at the LATTICE level -- Casimir (v628), twist OPE (v639), Klein RP (v645), modular data (v650), assembly (v651: the seam assembly is B), Arf structure (v652), bond-defect theorem (v653); what remains for this gate is the continuum/CFT statement and the seam identification -- the gate does NOT move.]  [2026-08-02 XLVIII: the continuum-OS data of the seam orbifold B are now measured at the CONVERGENCE level -- v679: Euclidean correlator convergence at fixed continuum data with UNDERSTOOD Fisher-Hartwig rates (2/3 sigma / 4/3 tau channel law; after one FH term the limits sit < 0.05% at the CFT values), reflection positivity SURVIVES the limit (Klein-Gram lambda_min extrapolations bounded away from zero, margins 7x..358x, must-fail flips), the cluster property holds in space AND Euclidean time (2 Delta = 0.222220 vs 2/9 at 8e-6; time gap = the epsilon level), and the characters 1/36, 1/9, 5/18, 4/9 extrapolate at 1e-12 with the measured N^-2 rate; the gate residual is now the FORMAL limit construction (uniform bounds over all configurations, tightness, the GNS limit Hilbert space, operator convergence, R sectors, the B assembly at correlator level) plus the v622/v623 seam identification -- the gate does NOT move.]  [2026-08-03 LII: quantitative progress via the quasi-free CAR route (v715, QGEO-CAR-RATES-SUMMABLE): all 6+1 deck/twist channels Schatten-norm Cauchy with summable rates, FH renormalization lattice-derived (Barnes G, 8.8e-7), RP cone stable; the majorant lemma (L1)-(L3) is NAMED with constants and a classical proof route -- the gate itself does NOT move: the continuum limit stays a formal object until the lemma is proven.]  [2026-08-04 LVII: the first proof block of the majorant lemma lands -- v745 (L1-SECTOR-PROVEN-MODULO-ELEMENTARY): (L1) is proven modulo elementary steps for all 6 undressed sectors on the fixed grid (exact geometric sums replace Euler-Maclaurin, leading term exact at 6e-4, gamma = 2 derived, 39744+108 inequalities at 0 violations, r1 = 1 sharp); the residues stay typed -- (a) grid-sup elementary, (b) L2 uniform FH/RH hard-technical, (c) L3 uniformity medium.  The gate itself does NOT move.]",Open,tfpt_2,FLAV.QGEO.01; FLAV.UFSTAR.01,v13_open_gates.py;v19_monodromy_moduli.py;v22_open_gates_audit.py,-,,SUPERSEDED -> FLAV.QGEO.02 + v69/v70: Q-geometry derived (D4-equivariant); residual sharpened to det Q = N_fam,false
GATE.RU.01,"RESIDUAL GATE (5.0 review, A2/B4): R derived only up to Mehta-Seshadri unitarity (U); parabolic scaffolding forced (deg E=-4, split 2+1+1 unique, det R=8); D4-fixed locus positive-dim, (U) selects stable point; keep visible, not unconditional",Physical (conditional),tfpt_2,FLAV.UFSTAR.01,v19_monodromy_moduli.py;v22_open_gates_audit.py,-,,"UPDATED -> v69/v70 + FLAV.RIGID: R selector derived (det R=8 lattice, Spec Q+ from D4); ratios rigid (v49)",false
GATE.NSTAR.01,"RESIDUAL GATE (5.0 review, B5): N_star is a reheating INPUT (observed n_s=0.9649 -> N*=57, continuous), not a compiler consequence; kept [P]",Physical (input),tfpt_2;tfpt_3,reheating,v22_open_gates_audit.py,Planck n_s,,Physical (input),true
GATE.METRIC.01,"RESIDUAL GATE (5.0 review, B6/C7) -- RESCOPED 2026-06-24: the LOCAL covariant metric-sector field equation is now CLOSED parameter-free (G_ab+Lambda g_ab=(1/c3)T_ab, both coefficients fixed, Einstein tensor via Lovelock; GRAV.NONLINEAR.01/v359, extending v358); c3=1/8pi is the gravitational seam constant and R+R^2/scalaron (M=c3^{7/2}Mbar) is the heat-kernel-grounded IR shadow. What remains OPEN is ONLY the GLOBAL nonperturbative ambient metric-sector measure (QG.AMB.01), now a [C] redundancy gap-decoupled from every readout (Delta_eff~1.648>0, v369/v337). So this gate no longer reads 'full covariant field equation open' -- the local equation is closed; the open item is the global measure alone",Open (global measure only; local equation closed v359),tfpt_2;tfpt_4,QG.AMB.01; GRAV.NONLINEAR.01,v22_open_gates_audit.py,-,,Open (global measure only; local equation closed v359),true
QG.G2.01,"G2 grounded: spectral-action Seeley-DeWitt for Dirac (E=-R/4, tr I=4) gives a2~-R/3 (Einstein-Hilbert) + a4~R^2/72 (R^2), i.e. R+R^2 STRUCTURE convention-independently; M^2/Mbar^2=6(4pi)^2/f0, TFPT closure c3^7 fixes f0; M=c3^{7/2}Mbar=3.06e13 GeV",Numerical (structural grounding),tfpt_research_contracts,GATE.METRIC.01; v28,v36_spectral_action_g2.py,standard Gilkey/Chamseddine-Connes,,Numerical (structural grounding),true
QG.GAPDEC.01,"SIMPLER resolution: gap decoupling. 2||V_metric||=0.785<Delta=6log(3/2)=2.433 => Delta_eff=1.648>0; admissible sector keeps positive gap under metric dressing => decoupled from un-built ambient; physical QG = closed admissible-sector measure, ambient (G6) = math completeness, gap-decoupled & inert",Physical (conditional reframe),tfpt_research_contracts,GATE.METRIC.01; G5,v36_spectral_action_g2.py,-,,Physical (conditional reframe),true
GATE.WOLFRAM.01,"second [C] path VERIFIED RUNNING: Wolfram Engine 14.3 reproduces alpha^-1, E8 glue, M=41, K/Q ladder, lepton c, solar angle, anchor generator, quark ratios, G2 heat-kernel (a2=-R/3,a4|R2=R2/72), Plucker apparatus (11,26,60 + pencil + dualities + lepton ring), (U_wall) selectors (Spec Q+, det R=8), Exterior Leg Lemma (scalar leg=>c_u/c_d=1; anchor microcode 55/117), carrier exterior grading (16=Lambda^even(5), exterior degrees (2,4)), the '11' is Pascal (||Pl(K)||_1=sum_{k<=2}C(4,k)=16-g_car; 15=dim su(4)=10+5=N_fam*g_car), Grand Mass Volume (det M_SM~u^25=u^g_car^2; K-row sums (6,9,10)), Selection Theorem (q(D5)+q(A3)=2, glue 4=|mu4|, only n=5 gives 16-spinor), EM Ward (8b1=(4/5)M=164/5, -5/4=q(D5)), Q geometry (chi Q+/Q-), Readout Rigidity (55/117 stratum-constant), delta=1/2 glue-norm 4-ops, pencil endpoints, compiler core (5,3)+Pythagorean, seam=horizon keystones (triply-8, shared (2/3)^6), Coxeter cycle (order 30, exponents=totatives), unique attractor (gap, Coxeter planes), S_dS carrier decomposition, horizon cross-links (Jacobson 8pi, Hod ln3, |W(D5)|), seam-horizon chain (one-sided Gauss-Bonnet, seam units), area-law seam units 8=|Z2||mu4|, Lambda branch 3/(4pi^2) + K5 counts, CFT bridge (WZW c=8/5/3, c_coset=0), Seam-Engineering Index Xi=31/(24pi^2 log(3/2)), E8 Casimir degrees=atoms, central-theorem closure (2pi c3=1/4, k=c3/2), Seeley-DeWitt a2 (1/G UV-sensitive), D4-equivariant Q-geometry, Q integer-lift (det Q=N_fam), simple R-bridge (det ladder (3,4,8,20), selector stratum derived => 55/117 integer Plucker), det Q=N_fam from cusp order (v72), k=c3/2 forced by variation x Gauss-Bonnet topology (v73), compiler micro-lemmas (pencil differences 2-16-48, anchor QF 41-25=16) (v74), Gate 1 U_point->v_geo (lepton product 32/9, ratios+product bijection) (v75), Gate 2 decoupling margin 6log(3/2)-31/(4pi^2)>0 (v76), G6 via E8 level-1 net (c=8/5/3, embedding) (v77), v_geo floor (S_dS rho_Lambda=32pi^4) (v78), hypercharge Lucas-Binet (1,1,7,13,55,133) + Inverse Anchor Theorem (1^T M^-1 1=1/atom, a^T M^-1 a=1) (v79), operator-pencil geometry (anchor singularity det B(K+xQ)=(3x+2)(3x+5), block-det type checker (9,10,16,40), F4xG2 shadow 52+14+26*7=248) (v80), double cover y^2=det B(K+xQ) branched at Koide -2/3 & carrier -5/3, disc=81=N_fam^4, clearing matrices C_{2/3}/C_{5/3}, branch-divisor symmetric fns = (scalaron,A_Lambda) (v81) (116/116 pass on independent engine; EE area-law is Python-only; re-verified 2026-07-21 after license reactivation, Wolfram Engine 14.3, 116/116 ALL WOLFRAM CHECKS PASSED) UPDATE 2026-08-28: 20 exact mirrors of v983/v985/v987/v993/v994/v997 ADDED to tfpt_readouts.wl; engine run DEFERRED_NO_ENGINE (license inactive); verified count stays 116/116 until the next activated engine run. ROUND-4 2026-09-05: 11 representative exact checks in wolfram/tfpt_round4.wl are wired into the base runner, but execution is UNVERIFIED_NO_KERNEL (wolframscript exit255: no WolframKernel location). Last verified base count remains116/116; native Arb/Fourier/cube regressions are not claimed as Wolfram verified. ROUND-7 2026-09-05: 14 exact representative blocks in wolfram/tfpt_round7.wl are included but UNVERIFIED_LICENSE_INACTIVE; explicit installed kernel selection fails license activation. Verified count remains116/116; no new engine success claimed.",Numerical (second path),verification/wolfram,"mirrors v1;v2;v3;v10;v13;v16;v20;v21;v23;v24;v36;v37;v39;v42;v44;v45;v46;v47;v48;v49;v50;v51;v52;v53;v54;v55;v56;v57;v58;v59 (algebra only);v60;v61;v62 (data-confrontation, Python-only);v63;v64 (no-CTC core numerical, Python-only);v65 (falsification layer, Python-only);v66;v67;v68;v69;v70;v71;v72;v73;v74;v75;v76;v77;v78;v79;v80;v81;v983;v985;v987;v993;v994;v997",wolfram/tfpt_readouts.wl,-,,"Numerical (second path) ROUND-4 2026-09-05: 11 representative exact checks in wolfram/tfpt_round4.wl are wired into the base runner, but execution is UNVERIFIED_NO_KERNEL (wolframscript exit255: no WolframKernel location). Last verified base count remains116/116; native Arb/Fourier/cube regressions are not claimed as Wolfram verified. ROUND-7 2026-09-05: 14 exact representative blocks in wolfram/tfpt_round7.wl are included but UNVERIFIED_LICENSE_INACTIVE; explicit installed kernel selection fails license activation. Verified count remains116/116; no new engine success claimed.",true
FLAV.PLUCKER.01,"anchor-plane Plucker apparatus (anti-numerology): left/right 2x2 minors of B_M=(1^T M; a^T M) and C_M=(M1 Ma) for R,Q,K,L are compiler atoms; ||Pl(K)||_1=11 (localizes the '11' in K), ||Pl_R(K)||_1=Pl(L)_13=26, sum Pl_R(L)=60=cascade start; inverse col-sums {1,5,6}; quark ratios are anchor-plane Plucker readouts. Identities [I]; physical amplitudes STAY [P]",Identity (audit layer),tfpt_2;tfpt_3,FLAV.QRATIO.01; AX anchor a,v37_plucker_anchor.py,-,,Identity (audit layer),true
FLAV.PENCIL.01,"K+xQ pencil: L=K+Q => mass and transport are one pencil P(x)=K+xQ with det(K+xQ)=3x^3+7x^2+6x+4=(N_fam, scalaron 7, |R^+(A3)|, |mu4|); chi_K=t^3-9t^2+12t-4; [K,L]=[L,Q]=[K,Q], chi_[K,Q]=t^3+5t+14 (5=g_car,14=dim G2 audit); K_e-K_u=a, L_e-L_u=Exp(A3); lepton ring c_e c_tau=|Z2| c_mu",Identity,tfpt_2;tfpt_3,v10 K=R+Q*Sigma,v37_plucker_anchor.py,-,,Identity,true
FR.KOIDE.03,"sharper Koide source->pole conjecture: multiplicative seed transfer u->(1-1/(2 N_fam^3))u=(53/54)u (54=2*3^3=|Z2| N_fam^3, no new free number) gives Q=0.66666610, dev -5.7e-7 from 2/3 (10x better than additive phi0/24); research gate: derive the leptonic seed transfer",Physical (conjecture),tfpt_4,FR.KOIDE.01; lepton c,v37_plucker_anchor.py,PDG lepton masses,FR.KOIDE.02,Physical (conjecture),true
GATE.UWALL.02,"(U_wall) U2 kill-switch HARDENED: kill-switch fires iff D4-cusp rep reducible; across 400 random cusp-class generators M_k=U^{k-1}MU^{1-k} commutant is scalar at every point (irreducible 400/400), reducible locus measure-zero (codim>=1), mixing strength >=0.35 => case A (nontrivial SU(3)_F mixing) is GENERIC not anecdotal; (U_wall) survives its cheapest falsification test. RESIDUAL: amplitude dictionary Gamma^min (Hitchin output for c_u/c_d) still research-level; R combinatorially closed",Numerical (survival hardened),tfpt_research_contracts,CONTRACT.U.01; v33,v38_uwall_killswitch.py,-,,Numerical (survival hardened),true
GATE.UWALL.03,"(U_wall) SELECTOR side closed on the explicit point (algebraic, no PDE): exponents at inf eig(sum A_k)={2,1,1}=anchor a => splitting O(-2)+O(-1)^2; pardeg=0 (deg E=-4=-|mu4| + 4 weight-sums of 1) => polystable; det R=8=n.a (anchor pairing on splitting type); Spec(Q_+)={1,2,3}=3*alpha+1 (alpha=cusp weights {0,1/3,2/3}) => both U4 selectors read off the bundle. RESIDUAL: amplitudes c_u/c_d are the finer harmonic-metric/Hodge datum (Gamma^min Hitchin), not fixed by splitting+weights",Numerical (selector side closed),tfpt_research_contracts,GATE.UWALL.02; v33; FLAV.R.01,v39_uwall_selectors.py,-,,Numerical (selector side closed),true
GATE.UWALL.04,"(U_wall) harmonic metric = FINITE linear algebra, NOT a transcendental Hitchin PDE: polystable point is unitary (Mehta-Seshadri) => Phi=0, harmonic metric = constant invariant form H. Explicit bundle: raw M_k non-unitary (||M^dag M-I||~0.83) but UNIQUE invariant Hermitian form H (null dim 1) is POSITIVE-DEFINITE => unitarisable; unitarised M~_k=H^{1/2}M_k H^{-1/2} unitary (1e-8), cusp class, prod=I, clean elements {0,1/2,1/sqrt2}. So v31 'transcendental Hitchin' applies only to generic Higgs locus; at the selected point R(rho) reduces to finite unitarisation + combinatorial R (closed). RESIDUAL: final c_u/c_d needs the quark leg/hexagon-site composition; not fabricated",Numerical (Hitchin reduced to finite),tfpt_research_contracts,GATE.UWALL.03; v31; v33; Mehta-Seshadri,v40_harmonic_metric.py,-,,Numerical (Hitchin reduced to finite),true
GATE.UWALL.05,"(U_wall) FINAL leg-assignment test (honest result): (i) delta=1/2 resolvent reproduces lepton c=(16/7,4/3,7/6) exactly => Lambda=(0.475,1.107,0.917); (ii) Lambda_mu=1.107>1 RULES OUT amplitudes=unitary holonomy moduli (modulus bound); (iii) SUGGESTIVE: harmonic-frame |diag M~_0|=(0,1/2,1/2), the 1/2 = delta=1/2 => geometry supplies delta (point observation, genericity future); (iv) CLEAN NEGATIVE: (I-1/2 M~)^-1 != amplitude vector. VERDICT: amplitudes are the combinatorial delta=1/2 resolvent; holonomy supplies delta+leg not magnitude; c_u/c_d NOT obtained from holonomy alone (no fabrication)",Numerical (honest negative + suggestive link),tfpt_research_contracts,GATE.UWALL.04; v20; v40,v41_leg_assignment.py,PDG lepton ratios,,Numerical (honest negative + suggestive link),true
GATE.UWALL.15,"EXTERIOR LEG LEMMA (re-types the v41 negative as a category error): u,d share hexagon-radial (r,w)=(1,1) and the C6 resolvent reads only (r,w) => ANY scalar leg gives c_u/c_d=1 identically (scalar sees radius not orientation). The u/d split is the smallest non-scalar invariant = exterior square Lambda^2 F = oriented anchor-plane area Pl_{1,a}(K). The '11' is GENERATED: (K,1,a)->B_K=[[13,8,4],[18,11,6]]->Pl(K)=(-1,6,4)=(-N_Phi,|R+A3|,|mu4|)->||Pl(K)||_1=11. c_u/c_d=g_car*||Pl(K)||_1/(N_fam^2 Delta_Q)=55/117 [I]; anchor microcode e2(a)(p3+1)/(p0^2(2p2+1)). TYPING: [I] Plucker/microcode identities; [P] physical C_ud(rho*)=Lambda^2 F readout needs finite U_f* selection on Lambda^2 F. Residual re-typed: 'find scalar y' -> 'show U_f* induces anchor-plane readout on Lambda^2 F'",Identity [I] + Physical [P],tfpt_research_contracts;tfpt_2,GATE.UWALL.05; FLAV.PLUCKER.01; v37,v42_exterior_leg.py,-,,Identity [I] + Physical [P],true
FLAV.RIGID.01,"Readout Rigidity (Theorem U2): c_u/c_d is CONSTANT on the discrete selector stratum S_{8,Q}={det R=8, SNF(R)=(1,1,8), Spec(Q+)={1,2,3}}, independent of the continuous D4 position => c_u/c_d=55/117 needs NO point-uniqueness. (U_wall) splits into U_unitary (v40, Phi=0 finite) + U_H2 (v39, R/Q/K from bundle) + U_Lambda2 (v42/v45, exterior Plucker 55/117) + U_point (open, only for full U_f* matrix). D4 fixes the chamber, selectors cut the point. The flavor bridge is a finite exterior readout-rigidity theorem, NOT a PDE gate",Identity [I] (rigidity) + [A] (U_point),tfpt_research_contracts,GATE.UWALL.03; v39; v40; v42,v49_readout_rigidity.py,-,FLAV.UGATE.01;GATE.UWALL.01;GATE.RU.01;CONTRACT.U.01,Identity [I] (rigidity) + [A] (U_point),true
FLAV.QGEO.02,"Q geometry (Theorem Q): Sigma-split Q_+=(Q+SigQSig)/2=[[3,0,0],[0,2,0],[0,2,1]] (chi=(t-1)(t-2)(t-3), Spec={1,2,3}=A3 exponents), Q_-=[[0,1,0],[3,0,0],[3,0,0]] (chi=t(t^2-3), Q_-^2|supp=3=N_fam). UNIQUE nonneg-integer Q with rows(4,5,6), cols(9,5,1), chi_Q+, chi_Q- (enumeration) => K=R+Q*Sigma is the second Sigma-shadow of the same parabolic flavor operator. Algebraic normal form [I]/[L]; D4-equivariant parabolic realisation of Q_+/Q_- on P1\\mu4 remains [P] (GATE.QGEO)",Identity/Lattice [I]/[L] + [P] geometry,tfpt_2,FLAV.KQ.01; GATE.QGEO.01,v50_q_geometry.py,-,GATE.QGEO.01,Identity/Lattice [I]/[L] + [P] geometry,true
SEL.THM.01,"Boundary Carrier Selection Theorem (Theorem A): admissible boundary-carrier data SELECT (D5+A3)+mu4=E8 uniquely. Boundary mu4->H1=Z^3->A3,N_fam=3; minimal 16-spinor->D5 (only n=5); disc(D5)=disc(A3)=Z4 cyclic anti-isometric, q(D5)+q(A3)=5/4+3/4=2=E8 root norm, glue index 4=|mu4|, E8 unique even unimodular rank 8. Four simultaneous conditions (16-spinor, N_fam=3, cyclic Z4, q-sum 2) met ONLY by D5+A3; D8 (non-cyclic, no family), E7+A1 (1 fam), E6+A2 (2 fam, Z3), A4+A4 (Z5), A8 (single) excluded. Lattice facts [L]; physical selection (P1 seam + P2 carrier => these inputs) is [P]/[A] selection axiom, not zero-input derivation",Lattice [L] + selection [P],tfpt_1,E8.GLU.01; BOOT.CLASS.01; v1; v15,v47_selection_theorem.py,-,,Lattice [L] + selection [P],true
EM.WARD.01,"EM Boundary Ward decomposition (Theorem C): F_U(1)=0 read as reduced boundary U(1) Ward identity in three terms - Maxwell alpha^3 + Calderon -2c3^3 alpha^2 (2=|Z2|) + transport -8b1 c3^6 log(1/phi_seam). Coefficient identities EXACT [I]: 8b1=(4/5)M=(4/5)(sumL+N_Phi)=164/5; seam exponent -5/4=-q(D5); transport power c3^6=C6 hexagon. Root reproduces alpha^-1=137.0359992 (v3). Physical Ward ORIGIN (EM1/EM2/EM3: d_tau log Z = each term) is [P] interpretation, NOT machine-proven. SHARPENED 2026-06-22 (v341/ALPHA.QUILLEN.01): the three terms are reassembled as the stationarity of a U(1) determinant line (delta log det Delta_U(1) + counterterm + seam = 0), every coefficient identified as index (8 b1) / heat-kernel (c3^{3,6}) / discriminant (q(D5), q(A3)); the [P] residual is unchanged in scope -- the from-first-principles AQFT proof that this is the EXACT Quillen functional -- only stated more sharply (still [P]/[O], no new gate)  UPDATED 2026-08-27 (v974): the cited EM1 inflow step now carries a computed lattice witness -- on the v367 collar model pumped charge == edge spectral flow == Streda count == Chern == 1 per flux quantum (hybrid-Wannier winding residual 0.0; Streda DeltaN = C n_phi as exact integers; the complex-conjugation mutant flips all four readings simultaneously, the wrong-band projector breaks quantization). Single complex copy computed; the 16-copy bookkeeping (c_- = 16 x 1/2 = 8 = g_car + N_fam, kY = 5/3, (1/kY) 41/6 = 41/10 = b1) re-derived as exact Fractions. The physical Ward ORIGIN keeps its [P]/[O] scope -- nothing upgrades here.",Identity [I] + physical origin [P] (sharpened to a Quillen form by v341; to a heat-kernel origin by v342),tfpt_1,EM.FP.01; v3; v341; v342,v48_em_ward.py,-,,Identity [I] + physical origin [P],true
SEAM.EQUIV.CONTINUUM.02,"THE CONTINUUM REALISATION SHARPENED BY THE BOOTSTRAP (2026-06-22): the 'c=8 ambiguity' flagged open in v277/v344 (E8 vs SO(16) both have c=8) is RESOLVED, non-circularly, by the seam's ORDER-4 mu4 clock; so the continuum residual of SEAM.EQUIV.01 is no longer 'which c=8 net?' but PURELY the existence of the chiral edge / massless scaling limit. [E] two c=8 lattices: E8 (det Cartan 1, holomorphic, 1 primary) and D8=SO(16) (det Cartan 4, 4 primaries). [E] the order-4 clock resolves it: the seam clock is mu4 (order 4, forced by the four Gauss-Bonnet marks |mu4|=4=h(A3), v216); the index-4 simple-current extension of D5(+)A3 is E8 (v154), the index-2 would be D8=SO(16); so the order-4 clock selects E8 (full mu4 condensation 16->4->1, det 1) NOT SO(16) (partial Z2 16->4, det 4, v281) -- the order (4 not 2) is the discriminator, non-circular (marks are Gauss-Bonnet). [E] the bootstrap agrees: h(E8)=30 (max prime 5=g_car, Coxeter-match v6/v350) vs h(D8)=14 (max prime 7); SO(16) fails the carrier bootstrap. [E] so the which-net ambiguity is RESOLVED (c=8 + the order-4 clock pin E8; det K=1/holomorphy is then a CONSEQUENCE, not an extra open input). [O] the residual is PURELY existence: does the gapped quasi-free collar HAVE a chiral edge / massless scaling limit (the bulk-edge correspondence: a gapped E8 bulk has a chiral c=8 edge)? -- the literature-anchored continuum leg (Morinelli-Stottmeister, Adamo OS; v336). The net and the holomorphy are pinned; only existence remains.",Sharpening [E]/[O] (the order-4 clock + Coxeter-match pin E8 over SO(16); the residual is purely the chiral-edge existence),origin_theory,SEAM.EQUIV.GEOM.01; v277; v344; v216; v154; v281; v336,v351_continuum_realisation_sharpened.py,-,-,"[E] the order-4 clock + Coxeter-match jointly pin E8 over SO(16), resolving the which-net ambiguity non-circularly; [O] the chiral-edge/scaling-limit existence (v336) is the remaining residual. A sharpening; does NOT close SEAM.EQUIV.01.",true
